
cat hubspot_deals_properties.csv
name,label,type,fieldType,groupName
hs_date_entered_262010512,Date entered '12 days  (Hexnode Pre-Sales Demo)',datetime,calculation_read_time,deal_activity
hs_date_entered_2849359,Date entered 'Do Not Qualify- invalid domain (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_2d4ac1e9_f2ca_4550_9819_edead19f8de3_575290732,Date entered 'Agreement in Revew - Legal team (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_2e2c0e0f_b284_4688_bf95_0e2696af0453_1914174364,Date entered 'No Response After Signup (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_347a8e7a_6a89_4685_b82c_c47df3f3e274_662590660,Date entered 'Busy Didn't Test/Signup (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_3956886,Date entered 'Deal Registered (Partner Deal Registration)',datetime,calculation_read_time,deal_activity
hs_date_entered_3956887,Date entered 'Deal Approved (Partner Deal Registration)',datetime,calculation_read_time,deal_activity
hs_date_entered_3956888,Date entered 'Rejected (Partner Deal Registration)',datetime,calculation_read_time,deal_activity
hs_date_entered_3956889,Date entered 'Deal Expired (Partner Deal Registration)',datetime,calculation_read_time,deal_activity
hs_date_entered_3956890,Date entered 'On Hold (Partner Deal Registration)',datetime,calculation_read_time,deal_activity
hs_date_entered_3956891,Date entered 'Cancelled by reseller (Partner Deal Registration)',datetime,calculation_read_time,deal_activity
hs_date_entered_3956892,Date entered 'Quote Proposed (Partner Deal Registration)',datetime,calculation_read_time,deal_activity
hs_date_entered_3956906,Date entered 'Sale Initiated/ Closed (Partner Deal Registration)',datetime,calculation_read_time,deal_activity
hs_date_entered_3957181,Date entered 'Lead signed up for Trial/Quote (Partner Deal Registration)',datetime,calculation_read_time,deal_activity
hs_date_entered_4119815,Date entered 'Deal Approved- Trial Created (Partner Deal Registration)',datetime,calculation_read_time,deal_activity
hs_date_entered_434f3dd2_18bd_4d0c_9035_fb41a62ae694_457608919,Date entered 'Trial Through Support (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_464996,Date entered 'Just Signed Up (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671251,Date entered 'Registered (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671252,Date entered 'Tried calling- No Response yet (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671253,Date entered 'Cx Responded (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671254,Date entered 'Sure Attendee (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671255,Date entered 'Ready to be Guest Speaker (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671256,Date entered 'Iterations on Guest Speaking (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671257,Date entered 'Rejected (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671560,Date entered 'Customer Declined (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671561,Date entered 'No Response- Not likely (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671562,Date entered 'DND (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671576,Date entered 'Registered (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671577,Date entered 'Tried calling- No Response yet (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671578,Date entered 'Lead Responded (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671579,Date entered 'Sure Attendee (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671580,Date entered 'Ready to be Speaker (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671581,Date entered 'Iterations on Speaking (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671869,Date entered 'Rejected (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671870,Date entered 'Reseller Declined (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671871,Date entered 'No Response- Not likely (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_4671872,Date entered 'DND (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_4731879,Date entered 'Ready for Video testimonial (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4731880,Date entered 'Ready to be Customer Speaker (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4731881,Date entered 'Iterations on Customer Speaker (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_entered_4732197,Date entered 'Ready for Video testimonial (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_entered_5244958,Date entered 'Deal Created (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_5244959,Date entered 'Connected with cx (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_5244960,Date entered 'Contacted- Will attend (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_5244961,Date entered 'Agreed to be speaker (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_5244962,Date entered 'Agreed to be keynote speaker (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_5244963,Date entered 'Agreed for case study (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_5244964,Date entered 'Not interested (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_5245301,Date entered 'Busy- Call again (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_5245302,Date entered 'Experiencing issues- redirect (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_5245303,Date entered 'DND (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_5245317,Date entered 'Contacted - No response (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_5245318,Date entered 'Ready for Video testimonial (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_5271b0dc_f137_481d_8654_ed4fa1389d4d_2058009924,Date entered 'PostPoned the Project (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_52ca96a2_ae85_42fd_bb82_fe4476728427_214531292,Date entered 'Send the First Response (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_537f57f2_d8f1_436d_af5e_4f4cba977409_573631026,Date entered 'Need More Features-Still Testing solution (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882362,Date entered 'Demo Scheduled-not signed up yet (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882363,Date entered 'Demo scheduled-Trial Active (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882364,Date entered 'Quote Sent (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882365,Date entered 'Decision Maker Bought-in (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882366,Date entered 'Inbound -lead- Didn't test or signed up yet (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882367,Date entered 'Need More Features-Decision Not Made Yet (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882369,Date entered 'Old Deals Need to Follow Up (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882370,Date entered 'Do not Qualify-Others (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882371,Date entered 'Deal won- Require follow up (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882372,Date entered 'Close Won - But Upsell Required (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882373,Date entered 'BD lead-Initial convo (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882374,Date entered 'BD lead-Validated lead (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882375,Date entered 'BD lead-Finalized (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882376,Date entered 'BD leads-closed won (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882377,Date entered 'BD lead-lost (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882378,Date entered 'BD lead-invalid lead (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882379,Date entered 'BD lead-Postponed project (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_55882380,Date entered 'BD-no response -Lost (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_5626526,Date entered 'Potential Invitee/Super happy (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_entered_5626528,Date entered 'Major implementation tweaks required (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_entered_5626529,Date entered 'Minor implementation tweaks required (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_entered_5656244,Date entered 'Inbound -lead- Didn't test or Sign up yet (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_5713987,Date entered 'Churn (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_entered_57961,Date entered 'Extended Trial after Expiry (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_5e8a7e69_28e6_47ab_8ebe_4f7a830aca1a_549718623,Date entered 'Waiting For Signed Agreement (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_entered_62683769,Date entered 'Contract sent (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_entered_62791038,Date entered 'Not Contacted yet (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_entered_62791039,Date entered 'Contacted- No response (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_entered_62791040,Date entered 'Contacted- Call scheduled (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_entered_62791041,Date entered 'Lead inerested (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_entered_62791042,Date entered 'Interested- Not now (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_entered_62791043,Date entered 'Connected with Support/ Pre-sales (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_entered_62791044,Date entered 'Moving to Sale Pipeline (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_entered_62795077,Date entered 'Not interested (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_entered_62795078,Date entered 'DND (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
